id,title,price,unitprice,roomtype,floor,Total floor,direction,Construction time,area,region,street,Distance Center,Building area,House structure,Inside area,Building Type,building structure,Decoration,Scale of households,Heating mode,Equipped with elevator,Listing time,Transaction ownership,Last transaction,usage of houses,Housing years,Ownership,mortgage
2393,蓝堡 直观小区花园 精装修拎包入住 纯南向业主诚售,626万,76277元/平米,1室1厅,低楼层,共21层,南,2004年建,蓝堡国际公寓,朝阳,CBD,三至四环,82.07,平层,暂无数据,板塔结合,钢混结构,精装,两梯五户,集中供暖,有,2019/9/7,商品房,2007/4/5,普通住宅,满五年,产权所属共有,有
2394,西三环内 甘家口航天桥 南北带厅2居 装修好看房随时,393万,68887元/平米,2室1厅,底层,共7层,南北,1996年建,西三环北路86号院,海淀,甘家口,二至三环,57.05,平层,暂无数据,板楼,混合结构,精装,一梯两户,集中供暖,无,2020/4/1,商品房,2013/3/29,普通住宅,满五年,产权所属非共有,有
2395,高楼层满五年唯一商品房小区中间位置,338万,57134元/平米,1室1厅,高楼层,共11层,东西,2004年建,柏林爱乐二期,朝阳,常营,五至六环,59.16,平层,47.55,板楼,钢混结构,简装,一梯三户,集中供暖,有,2019/9/9,商品房,2013/5/29,普通住宅,满五年,产权所属非共有,有
2396,满五年唯一，全南向两居室，户型方正，总价低！,560万,57295元/平米,2室1厅,高楼层,共21层,南,2001年建,都会华庭,朝阳,十里堡,四至五环,97.74,平层,暂无数据,塔楼,钢混结构,精装,三梯十户,集中供暖,有,2020/4/2,商品房,2011/9/17,普通住宅,满五年,产权所属非共有,有
2397,主卧、客厅双阳台—采光好，业主诚心卖，周期价格可谈,445万,54481元/平米,2室1厅,中楼层,共22层,南,2015年建,京投发展公园悦府,昌平,回龙观,五至六环,81.68,平层,60.03,板塔结合,钢混结构,精装,两梯四户,集中供暖,有,2019/9/14,商品房,2017/8/18,普通住宅,满两年,产权所属共有,有
2398,丽景长安   精装修   南向两居室,367万,42131元/平米,2室1厅,中楼层,共23层,南,2012年建,丽景长安,门头沟,冯村,六环外,87.11,平层,65.04,板楼,钢混结构,精装,两梯四户,集中供暖,有,2019/9/15,商品房,2017/1/18,普通住宅,满两年,产权所属非共有,有
2399,三里三2001年部委社区，税费少，无占用，可直接走流程,1050万,124408元/平米,2室1厅,低楼层,共20层,西北,2001年建,三里河二区A区,西城,月坛,二至三环,84.4,平层,59.59,塔楼,混合结构,精装,两梯十户,集中供暖,有,2020/4/2,商品房,2016/9/20,普通住宅,满两年,产权所属非共有,有
2400,金榜园  满五年唯一   小区中间位置  业主诚心出售,440万,51632元/平米,2室1厅,中楼层,共7层,南北,2002年建,金榜园,昌平,西三旗,五至六环,85.22,平层,69.17,板楼,混合结构,简装,一梯两户,集中供暖,无,2020/4/2,商品房,2003/3/17,普通住宅,满五年,产权所属非共有,有
2401,南北通透 三层 满五年 北京名下一套 可转商 无抵押,395万,43071元/平米,2室1厅,中楼层,共7层,南北,2001年建,天通苑东二区,昌平,天通苑,五至六环,91.71,平层,74.07,板楼,混合结构,简装,一梯两户,集中供暖,无,2019/9/18,一类经济适用房,2002/10/8,普通住宅,满五年,产权所属非共有,有
2402,中间楼层 南北通透无遮挡 满五年且家庭唯一住房,715万,124132元/平米,2室1厅,中楼层,共6层,南北,1984年建,东冠英胡同,西城,官园,二环内近,57.6,平层,暂无数据,板楼,混合结构,精装,一梯两户,集中供暖,无,2019/9/21,商品房,2014/12/3,普通住宅,满五年,产权所属非共有,有
2403,西南向观花园 满五唯一 紧邻双井7号线10号线,539万,56275元/平米,2室1厅,低楼层,共28层,西南,2005年建,百环家园,朝阳,双井,三至四环,95.78,平层,79.37,塔楼,钢混结构,精装,四梯十二户,集中供暖,有,2020/4/3,商品房,2006/2/9,普通住宅,满五年,产权所属共有,有
2404,天天朝阳 精装无遮挡 落地阳台,235万,61422元/平米,1室0厅,低楼层,共16层,东,2005年建,天天朝阳,朝阳,甘露园,四至五环,38.26,平层,暂无数据,板塔结合,钢混结构,精装,两梯十一户,自供暖,有,2019/9/22,商品房,2017/7/3,普通住宅,满两年,产权所属非共有,有
2405,全南向 正规一居室 全天采光无遮挡 高楼层视野好,265万,52789元/平米,1室1厅,高楼层,共29层,南,2010年建,宋家庄家园,丰台,刘家窑,三至四环,50.2,平层,暂无数据,塔楼,钢混结构,简装,三梯十二户,自供暖,有,2020/4/3,一类经济适用房,2011/5/31,普通住宅,满五年,产权所属非共有,有
2406,海淀产权 满五唯一高楼层 电梯房 业主诚心出售,275万,39781元/平米,1室1厅,顶层,共14层,南,未知年建,上庄馨瑞嘉园,海淀,海淀北部新区,五至六环,69.13,平层,55.17,板楼,钢混结构,精装,两梯四户,集中供暖,有,2020/4/4,限价商品房,2014/7/29,普通住宅,满五年,产权所属非共有,有
2407,临河里地铁 梨园商圈 华业东方玫瑰西南向两居室,409万,43889元/平米,2室1厅,低楼层,共24层,西南,2012年建,华业东方玫瑰A区,通州,临河里,,93.19,平层,69.49,板塔结合,钢混结构,精装,两梯四户,集中供暖,有,2020/4/4,商品房,2017/7/6,普通住宅,满两年,产权所属非共有,有
2408,此房满五唯一，全南向一居室，采光充足，配套设施全。,282万,40321元/平米,1室1厅,低楼层,共12层,南,2009年建,泰河园一里一区,亦庄开发区,亦庄开发区其它,五至六环,69.94,平层,57.3,板塔结合,钢混结构,简装,一梯三户,集中供暖,有,2020/4/4,商品房,2014/3/13,普通住宅,满五年,产权所属非共有,有
2409,满五唯一  明厅两居 东西通透 采光好 产权清晰 方便看,433万,61752元/平米,2室1厅,中楼层,共10层,东西,1998年建,清缘里中区,海淀,清河,五至六环,70.12,平层,暂无数据,板楼,钢混结构,简装,一梯两户,集中供暖,无,2020/4/5,商品房,2004/3/1,普通住宅,满五年,产权所属非共有,有
2410,金地双南向两居室，精装修，诚意出售,286万,37921元/平米,2室1厅,低楼层,共16层,南,2013年建,金地格林格林,通州,北关,五至六环,75.42,平层,58.01,板楼,钢混结构,精装,两梯四户,集中供暖,有,2020/4/5,商品房,2017/7/12,普通住宅,满两年,产权所属非共有,有
2411,西潞园一里  全南向二居室  采光充足 无遮挡 诚售,185万,34336元/平米,2室1厅,高楼层,共6层,南,1994年建,西潞园一里,房山,良乡,五至六环,53.88,平层,暂无数据,板楼,混合结构,简装,一梯三户,暂无数据,无,2020/4/5,商品房,2010/4/27,普通住宅,满五年,产权所属非共有,有
2412,东亚朗悦居 好房子南北通透业主诚意出售,188万,24698元/平米,2室2厅,中楼层,共9层,南北,2016年建,东亚朗悦居,房山,阎村,六环外,76.12,平层,55.57,板楼,钢混结构,毛坯,一梯一户,自供暖,有,2020/4/5,商品房,2018/4/19,普通住宅,满两年,产权所属非共有,有
2413,此房南北通透，中间层，安静不临街,540万,74710元/平米,2室1厅,中楼层,共6层,南北,1998年建,中和家园,朝阳,南沙滩,四至五环,72.28,平层,62.11,板楼,混合结构,简装,一梯两户,集中供暖,无,2020/4/5,商品房,2007/10/22,普通住宅,满五年,产权所属非共有,有
2414,柳岸方园 南向开间 采光充足 诚意出售,283万,50599元/平米,1室1厅,底层,共10层,南,2006年建,柳岸方园,通州,玉桥,五至六环,55.93,平层,46.99,板塔结合,钢混结构,精装,一梯四户,集中供暖,有,2020/4/5,商品房,2008/1/17,普通住宅,满五年,产权所属非共有,有
2415,北京北二环 2004年商品房楼道地暖一居室,405万,76632元/平米,1室1厅,中楼层,共22层,东北,2004年建,文慧园15号16公寓,海淀,新街口,二至三环,52.85,平层,41.67,塔楼,钢混结构,精装,四梯十五户,集中供暖,有,2020/4/5,商品房,2005/7/6,普通住宅,满五年,产权所属非共有,有
2416,双惠苑 3/6层南北通透一居室 满5唯一商品房,320万,52391元/平米,1室1厅,中楼层,共6层,南北,2004年建,双惠小区,朝阳,双桥,五至六环,61.08,平层,53.91,板楼,混合结构,简装,一梯三户,自供暖,无,2020/4/6,商品房,2012/10/19,普通住宅,满五年,产权所属非共有,有
2417,13年商品房 中间层2居室 精装 只有契税 诚意出售,793万,83827元/平米,2室1厅,中楼层,共14层,南西北,2011年建,水云居,海淀,四季青,三至四环,94.6,平层,暂无数据,塔楼,钢混结构,精装,两梯十户,集中供暖,有,2019/9/22,商品房,2016/6/7,普通住宅,满两年,产权所属非共有,有
2418,南三环 大红门 洋桥 西罗园 中间楼层 两居 南北向,330万,59034元/平米,2室1厅,低楼层,共6层,南北,1990年建,西罗园一区,丰台,西罗园,二至三环,55.9,平层,暂无数据,板楼,混合结构,简装,一梯两户,集中供暖,无,2020/4/6,已购公房,2016/3/7,普通住宅,满两年,产权所属非共有,有
2419,中间层  满五年*  南北通透,218万,37406元/平米,2室1厅,低楼层,共6层,南北,1987年建,富强西里,大兴,黄村中,五至六环,58.28,平层,暂无数据,板楼,混合结构,毛坯,一梯两户,集中供暖,无,2019/9/25,已购公房,2008/6/19,普通住宅,满五年,产权所属非共有,有
2420,和平里 和平街十二区朝南一居室,255万,81600元/平米,1室1厅,中楼层,共4层,南,1980年建,和平街十二区,朝阳,和平里,二至三环,31.25,平层,暂无数据,板楼,砖混结构,简装,一梯三户,集中供暖,无,2020/4/6,商品房,2013/6/13,普通住宅,满五年,产权所属共有,有
2421,宋家庄地铁，东南次顶层两居 全明格局 满五唯一,535万,51877元/平米,2室1厅,中楼层,共15层,南东,2003年建,政馨园一区,丰台,宋家庄,三至四环,103.13,平层,84.64,板塔结合,钢混结构,简装,两梯九户,自供暖,有,2019/9/26,一类经济适用房,2004/6/30,普通住宅,满五年,产权所属非共有,有
2422,交东小区 电梯房 全南向 不临街带电梯 诚意出售,945万,130399元/平米,2室1厅,中楼层,共11层,南,2003年建,交道口东大街,东城,交道口,二环内,72.47,平层,暂无数据,板塔结合,混合结构,精装,两梯八户,集中供暖,有,2020/4/7,商品房,2005/2/1,普通住宅,满五年,产权所属非共有,有
2423,大二居室，公园旁 ，高层没有遮挡，户型方正,510万,77721元/平米,2室1厅,中楼层,共18层,东西北,1993年建,雅宝里,朝阳,朝阳门外,二至三环,65.62,平层,46.88,塔楼,钢混结构,精装,两梯八户,集中供暖,有,2019/9/26,已购公房,2001/9/21,普通住宅,满五年,产权所属非共有,有
2424,坐落东城二环边 ，交通便捷，精装修，二梯三户,650万,95044元/平米,1室1厅,中楼层,共17层,东,2007年建,海晟名苑北区,东城,工体,二至三环,68.39,平层,49.2,板塔结合,钢混结构,精装,两梯三户,集中供暖,有,2020/4/7,商品房,2013/7/1,普通住宅,满五年,产权所属非共有,有
2425,六层洋房带电梯 南北通透 精装交房 自采暧 近地铁,288万,35260元/平米,2室1厅,低楼层,共6层,南北,2014年建,邑上公馆,房山,长阳,五至六环,81.68,平层,64.79,板楼,钢混结构,精装,一梯三户,自供暖,有,2019/9/27,商品房,2017/8/17,普通住宅,满两年,产权所属共有,有
2426,满五唯一商品房，东向两居，无遮挡，中间楼层,442万,59990元/平米,2室1厅,中楼层,共9层,东,2006年建,壹线国际,朝阳,四惠,四至五环,73.68,平层,59.55,板塔结合,钢混结构,精装,两梯十九户,集中供暖,有,2020/4/8,商品房,2008/3/31,普通住宅,满五年,产权所属非共有,有
2427,商品房，诚心出售，户型方正，中间楼层,352万,59651元/平米,1室1厅,中楼层,共6层,南北,2005年建,龙博苑三区,昌平,回龙观,五至六环,59.01,平层,暂无数据,板楼,混合结构,简装,一梯三户,自供暖,无,2019/9/27,商品房,2017/2/15,普通住宅,满两年,产权所属非共有,有
2428,满五年。商品房，中间楼层，采光充足！,252万,27951元/平米,2室1厅,中楼层,共16层,南北东,2013年建,宏仁家园,亦庄开发区,马驹桥,五至六环,90.16,平层,70.8,板楼,钢混结构,简装,两梯四户,集中供暖,有,2019/9/28,限价商品房,2014/8/6,普通住宅,满五年,产权所属非共有,有
2429,此房闹中取静  前后不临街 楼层好 南北通透 楼龄新,493万,79916元/平米,2室1厅,低楼层,共6层,南北,1996年建,马连道北里,西城,马连道,二至三环,61.69,平层,暂无数据,板楼,混合结构,简装,一梯三户,集中供暖,无,2020/4/8,已购公房,2017/5/10,普通住宅,满两年,产权所属非共有,有
2430,长城国际温馨西向阳光房 诚意出售,239万,37591元/平米,1室1厅,中楼层,共22层,西,2009年建,长城国际,通州,通州北苑,五至六环,63.58,平层,49.09,塔楼,钢混结构,精装,两梯十二户,集中供暖,有,2020/4/8,商品房,2012/8/28,普通住宅,满五年,产权所属非共有,有
2431,商品房 满五年唯一 首付130万,306万,34581元/平米,2室1厅,低楼层,共22层,东西,2008年建,大方居,通州,九棵树(家乐福),五至六环,88.49,平层,70.27,板塔结合,钢混结构,简装,两梯四户,集中供暖,有,2019/9/28,限价商品房,2012/8/5,普通住宅,满五年,产权所属非共有,有
2432,此房满五年的*，楼层高，采光和视野都非常棒。,390万,85527元/平米,1室1厅,高楼层,共18层,南,1990年建,龙翔路小区,海淀,牡丹园,三至四环,45.6,平层,暂无数据,塔楼,钢混结构,简装,两梯九户,集中供暖,有,2020/4/9,已购公房,2014/2/10,普通住宅,满五年,产权所属非共有,有
2433,精装修，前后不临街，业主诚意出售，看房方便,366万,67603元/平米,1室1厅,中楼层,共14层,东,1998年建,南湖东园二区,朝阳,望京,四至五环,54.14,平层,暂无数据,塔楼,钢混结构,精装,四梯四十四户,集中供暖,有,2019/9/30,商品房,2016/11/1,普通住宅,满两年,产权所属非共有,有
2434,西土城 知春路2号院，南向一居室,419万,103636元/平米,1室1厅,底层,共9层,西南,1995年建,知春路2号院,海淀,知春路,三至四环,40.43,平层,暂无数据,板塔结合,钢混结构,简装,两梯三户,集中供暖,有,2020/4/9,已购公房,2009/12/16,普通住宅,满五年,产权所属非共有,有
2435,此房满五年 业主诚心出售 低楼层 南北通透,258万,37101元/平米,2室1厅,底层,共6层,南北,1998年建,双兴东区,顺义,顺义城,六环外,69.54,平层,暂无数据,板楼,混合结构,精装,一梯两户,集中供暖,无,2020/4/9,已购公房,2004/1/16,普通住宅,满五年,产权所属非共有,有
2436,1997年板楼 钢混结构 单独管理 牡丹园龙翔路小区,530万,86602元/平米,2室1厅,中楼层,共7层,南北,1997年建,龙翔路小区,海淀,牡丹园,三至四环,61.2,平层,暂无数据,板楼,混合结构,简装,一梯三户,集中供暖,无,2019/9/30,已购公房,2000/10/31,普通住宅,满五年,产权所属非共有,有
2437,滨河西里南北通透两居室，高楼层前后无遮挡采光好,273万,36942元/平米,2室1厅,中楼层,共7层,南北,1997年建,滨河西里,大兴,枣园,五至六环,73.9,平层,暂无数据,板楼,混合结构,精装,一梯两户,集中供暖,无,2020/4/10,商品房,2013/8/1,普通住宅,满五年,产权所属非共有,有
2438,南北通透小2居 低楼层 业主诚心卖,239万,48089元/平米,2室1厅,低楼层,共6层,南北,1982年建,西井小区二区,石景山,苹果园,五至六环,49.7,平层,35.27,板楼,混合结构,简装,一梯两户,集中供暖,无,2019/10/3,商品房,2017/6/1,普通住宅,满两年,产权所属非共有,有
2439,中间楼层   户型方正大两居   价格低,398万,41715元/平米,2室1厅,低楼层,共10层,南,2010年建,珠江拉维小镇,通州,潞苑,五至六环,95.41,平层,74.2,板塔结合,钢混结构,精装,一梯四户,集中供暖,有,2020/4/10,商品房,2014/11/5,普通住宅,满五年,产权所属非共有,有
2440,金汉五区 看花园 无遮挡 采光好 有钥匙 随时看房。,328万,38589元/平米,2室2厅,底层,共12层,南,2011年建,金汉绿港五区,顺义,顺义城,六环外,85,平层,暂无数据,塔楼,钢混结构,精装,两梯六户,集中供暖,有,2019/10/3,商品房,2014/5/26,普通住宅,满五年,产权所属非共有,有
2441,东南向带客厅，电梯直达，小区环境好，看房随时,998万,110399元/平米,3室1厅,低楼层,共12层,东南,1994年建,铁二区,西城,月坛,二至三环,90.4,平层,暂无数据,板楼,钢混结构,简装,四梯三十一户,集中供暖,有,2020/4/10,央产房,2001/4/23,普通住宅,满五年,产权所属非共有,有
2442,精装修全南向一居室，户型方正，采光视野佳,288万,47447元/平米,1室1厅,高楼层,共22层,南,未知年建,金隅悦和园,朝阳,东坝,五至六环,60.7,平层,45.7,板楼,钢混结构,精装,两梯六户,集中供暖,有,2019/10/5,限价商品房,2014/8/6,普通住宅,满五年,产权所属非共有,有
2443,满五年唯一，小区中间位置精装修自住随时配合签约,385万,45736元/平米,2室1厅,高楼层,共6层,南北,2003年建,新华联锦园,通州,通州北苑,五至六环,84.18,平层,暂无数据,板楼,混合结构,精装,一梯两户,集中供暖,无,2019/10/5,商品房,2013/3/23,普通住宅,满五年,产权所属共有,有
2444,花园闸南北透通两居室，中间楼层,290万,50400元/平米,2室1厅,中楼层,共6层,南北,1992年建,花园闸小区,朝阳,定福庄,五至六环,57.54,平层,暂无数据,板楼,混合结构,精装,一梯两户,集中供暖,无,2020/4/10,商品房,2018/3/23,普通住宅,满两年,产权所属非共有,有
2445,商品房满五年住宅 看房方便 采光棒棒哒 靠谱签约,330万,50490元/平米,2室1厅,中楼层,共7层,南北,2003年建,龙锦苑六区,昌平,回龙观,五至六环,65.36,平层,58.91,板楼,混合结构,精装,一梯两户,自供暖,无,2019/10/7,商品房,2011/1/25,普通住宅,满五年,产权所属非共有,有
2446,商品房满五年唯一住房业主诚心出售看房有钥匙,369万,39682元/平米,2室1厅,高楼层,共33层,东南,2002年建,天通苑东一区,昌平,天通苑,五至六环,92.99,平层,暂无数据,塔楼,钢混结构,简装,三梯八户,集中供暖,有,2020/4/11,商品房,2015/5/27,普通住宅,满五年,产权所属共有,有
2447,加州水郡北区 正规一室一厅 卫生间有窗户 格局方正,197万,34886元/平米,1室1厅,中楼层,共15层,东北,2007年建,加州水郡三期,房山,长阳,五至六环,56.47,平层,45.51,板楼,钢混结构,精装,两梯四户,自供暖,有,2019/10/7,商品房,2011/5/23,普通住宅,满五年,产权所属非共有,有
2448,西城  红莲中里 一居室 南向 。,359万,85845元/平米,1室1厅,底层,共18层,南,1985年建,红莲中里,西城,马连道,二至三环,41.82,平层,暂无数据,塔楼,钢混结构,简装,两梯七户,集中供暖,有,2020/4/11,商品房,2009/5/21,普通住宅,满五年,产权所属共有,有
2449,新街口 小西天 文慧园 2001年两居室 满五唯一,520万,75935元/平米,2室1厅,底层,共20层,西,2001年建,文慧园,海淀,新街口,二至三环,68.48,平层,暂无数据,塔楼,钢混结构,简装,三梯十四户,集中供暖,有,2019/10/8,已购公房,2003/10/30,普通住宅,满五年,产权所属非共有,有
2450,四惠 满五年唯一 南向开间 首套首付123万 电梯板楼,286万,64184元/平米,1室0厅,中楼层,共7层,南,2008年建,壹线国际,朝阳,四惠,四至五环,44.56,平层,35.1,板楼,钢混结构,简装,一梯四户,集中供暖,有,2020/4/11,商品房,2009/6/6,普通住宅,满五年,产权所属非共有,有
2451,西南向两居室 满五年 2004年 独立小区环境,632万,68517元/平米,2室1厅,底层,共19层,西南,2004年建,天和人家,朝阳,南沙滩,四至五环,92.24,平层,74.49,板塔结合,钢混结构,精装,两梯四户,集中供暖,有,2019/10/9,商品房,2012/12/12,普通住宅,满五年,产权所属非共有,有
2452,此房满五年唯一，南北通透格局，楼层好，视野开阔,335万,56030元/平米,2室1厅,低楼层,共6层,南北,1984年建,武圣西里,朝阳,劲松,三至四环,59.79,平层,52,板楼,混合结构,精装,一梯两户,集中供暖,暂无数据,2020/4/12,已购公房,1997/11/28,普通住宅,满五年,产权所属非共有,有
2453,阎村站南侧，2011年天恒乐活城通透两居，满五年唯一,233万,26145元/平米,2室1厅,中楼层,共18层,南北,2011年建,天恒乐活城,房山,阎村,六环外近,89.12,平层,70.97,板楼,钢混结构,简装,两梯五户,自供暖,有,2019/10/10,商品房,2014/4/28,普通住宅,满五年,产权所属非共有,有
2454,名苑雅居，南北两居室，带电梯，楼龄新，环境优雅,683万,77045元/平米,2室1厅,高楼层,共14层,南北,2005年建,名苑雅居,朝阳,南沙滩,四至五环,88.65,平层,70.99,板塔结合,钢混结构,精装,一梯四户,集中供暖,有,2020/4/12,商品房,2015/7/24,普通住宅,满两年,产权所属非共有,有
2455,三合南里 南北通透 优质2居室,269万,35753元/平米,2室1厅,底层,共6层,南北,1995年建,三合南里,大兴,黄村中,五至六环,75.24,平层,暂无数据,板楼,混合结构,简装,一梯两户,集中供暖,无,2019/10/11,已购公房,1995/3/31,普通住宅,满五年,产权所属非共有,有
2456,万科新里程商品房，南向两居室，满五唯一，带地下室,353万,38954元/平米,2室1厅,低楼层,共9层,南,2013年建,万科新里程57号院,房山,长阳,五至六环,90.62,平层,76.18,板楼,钢混结构,精装,一梯四户,集中供暖,有,2020/4/12,商品房,2015/2/10,普通住宅,满五年,产权所属非共有,有
2457,全南向小户型，带电梯，中高层采光充足。,557万,113304元/平米,2室1厅,中楼层,共16层,南,1989年建,国家计委宿舍,海淀,五棵松,四至五环,49.16,平层,暂无数据,塔楼,钢混结构,精装,两梯八户,集中供暖,有,2019/10/13,商品房,2014/10/15,普通住宅,满五年,产权所属非共有,有
2458,满五唯一 南北通透  价钱好商量 随时看房,402万,43677元/平米,2室1厅,高楼层,共15层,南北,2009年建,阳光乐府,大兴,黄村中,五至六环,92.04,平层,75.21,板楼,钢混结构,精装,两梯三户,集中供暖,有,2020/4/12,商品房,2010/7/30,普通住宅,满五年,产权所属非共有,有
2459,总价低，满五唯一，楼层高，视野好，看房随时,232万,36646元/平米,1室1厅,顶层,共17层,南,未知年建,金域缇香,房山,长阳,五至六环,63.31,平层,48.75,板楼,钢混结构,简装,两梯三户,集中供暖,有,2020/4/12,商品房,2015/2/11,普通住宅,满五年,产权所属共有,有
2460,海淀建西苑小两居 南北通透 *高 不临街,455万,67338元/平米,2室1厅,中楼层,共7层,南北,2000年建,建西苑南里,海淀,杨庄,五至六环,67.57,平层,暂无数据,板楼,混合结构,简装,一梯三户,集中供暖,无,2019/10/13,商品房,2016/4/27,普通住宅,满两年,产权所属非共有,有
2461,商品房 满五年唯一 南北通透 诚意出售,538万,77023元/平米,2室1厅,中楼层,共9层,南北,1996年建,慧忠北里第二社区,朝阳,亚运村,四至五环,69.85,平层,暂无数据,板楼,钢混结构,简装,两梯两户,集中供暖,有,2020/4/13,已购公房,2006/11/21,普通住宅,满五年,产权所属非共有,有
2462,广安康馨家园 东西一居室 低楼层 毛坯 看房有钥匙,254万,39651元/平米,1室1厅,低楼层,共9层,东西,2015年建,广安﹒康馨家园,丰台,青塔,四至五环,64.06,平层,43.38,板楼,钢混结构,毛坯,一梯两户,集中供暖,有,2019/10/16,二类经济适用房,2017/7/24,普通住宅,满两年,产权所属非共有,有
2463,2012年板楼社区 中楼层南北通透方正格局,255万,37628元/平米,2室1厅,中楼层,共6层,南北,未知年建,同泽园西里,海淀,海淀其它,,67.77,平层,56.32,板楼,钢混结构,精装,一梯一户,集中供暖,暂无数据,2020/4/13,一类经济适用房,2014/1/28,普通住宅,满五年,产权所属非共有,有
2464,首开南向一居室 交通方便  总价合适,230万,45028元/平米,1室1厅,低楼层,共29层,南,2010年建,首开畅心园,朝阳,常营,五至六环,51.08,平层,40.5,塔楼,钢混结构,简装,两梯九户,自供暖,有,2019/10/17,一类经济适用房,2012/10/26,普通住宅,满五年,产权所属共有,有
2465,五芳园南院 南北通透低楼层两居室,305万,46178元/平米,2室1厅,低楼层,共6层,南北,1993年建,五芳园,石景山,鲁谷,四至五环,66.05,平层,暂无数据,板楼,混合结构,毛坯,一梯三户,集中供暖,无,2020/4/13,已购公房,2003/8/19,普通住宅,满五年,产权所属非共有,有
2466,全南向开间，2004年小区，带电梯。,187万,41345元/平米,1室0厅,中楼层,共10层,南,2004年建,典雅庄园,昌平,昌平其它,六环外,45.23,平层,37.86,板楼,钢混结构,简装,一梯三户,自供暖,有,2019/10/17,商品房,2014/12/25,普通住宅,满五年,产权所属共有,有
2467,满5年* 交通便利 增光路北侧 楼下二里沟,515万,93979元/平米,2室1厅,中楼层,共6层,东,1982年建,甘家口小区,海淀,甘家口,二至三环,54.8,平层,暂无数据,板楼,混合结构,简装,一梯三户,集中供暖,无,2020/4/13,已购公房,2010/8/16,普通住宅,满五年,产权所属非共有,有
2468,南北通透，2层经典户型，诚心出售,335万,36769元/平米,2室2厅,低楼层,共7层,南北,2005年建,新潮嘉园二期,通州,潞苑,五至六环,91.11,平层,暂无数据,板楼,混合结构,简装,一梯两户,集中供暖,无,2019/10/18,商品房,2010/4/17,普通住宅,满五年,产权所属共有,有
2469,总价低，大两居室，南北通透，户型方正,246万,29265元/平米,2室1厅,高楼层,共6层,南北,2000年建,长丰园一区,大兴,科技园区,四至五环,84.06,平层,74,板楼,混合结构,简装,一梯两户,集中供暖,无,2020/4/14,商品房,2018/5/8,普通住宅,满两年,产权所属非共有,有
2470,东城区 两居室带客厅  中楼层  1996年楼龄央产房,608万,89755元/平米,2室1厅,中楼层,共6层,西北,1995年建,和平里七区,东城,和平里,二至三环,67.74,平层,暂无数据,板楼,混合结构,简装,一梯四户,集中供暖,无,2019/10/19,已购公房,2004/3/10,普通住宅,满五年,产权所属非共有,有
2471,牡丹园金尚嘉园 人车分流 一居室 诚心出售,495万,102294元/平米,1室1厅,低楼层,共14层,西,2007年建,金尚嘉园,海淀,牡丹园,三至四环,48.39,平层,暂无数据,板塔结合,钢混结构,简装,两梯八户,集中供暖,有,2020/4/14,商品房,2016/5/3,普通住宅,满两年,产权所属共有,有
2472,全明户型，业主诚心出售，房本满五年,293万,31973元/平米,2室1厅,高楼层,共6层,南北,1998年建,石园北区,顺义,顺义城,六环外,91.64,平层,暂无数据,板楼,混合结构,简装,一梯两户,集中供暖,无,2019/10/21,已购公房,2010/7/2,普通住宅,满五年,产权所属非共有,有
2473,西直门朝南向一居，满五年*，不临街，诚售可看,355万,91495元/平米,1室1厅,底层,共18层,南,1992年建,明光村小区,海淀,西直门,二至三环,38.8,平层,暂无数据,塔楼,钢混结构,精装,两梯七户,集中供暖,有,2020/4/14,已购公房,2001/3/30,普通住宅,满五年,产权所属非共有,有
2474,随时签约 德胜2003年小区 税费低廉 电梯楼 楼层好,806万,106968元/平米,2室1厅,高楼层,共21层,西南,2003年建,教场口9号院,西城,六铺炕,二至三环,75.35,平层,暂无数据,塔楼,钢混结构,精装,三梯十二户,集中供暖,有,2019/10/22,商品房,2017/7/27,普通住宅,满两年,产权所属非共有,有
2475,2015年新社区，万达商圈，北苑地铁 采光充足 交通便利,438万,57270元/平米,2室1厅,低楼层,共18层,南,2013年建,万方家园,通州,万达,五至六环,76.48,平层,57.71,板楼,钢混结构,精装,两梯四户,集中供暖,有,2020/4/14,商品房,2017/7/5,普通住宅,满两年,产权所属非共有,有
2476,安贞里 精装婚房 正规客厅  91年楼龄,395万,65867元/平米,2室1厅,顶层,共6层,东西,1991年建,安贞里,朝阳,安贞,三至四环,59.97,平层,暂无数据,板楼,砖混结构,精装,一梯两户,集中供暖,无,2019/10/24,已购公房,2009/6/6,普通住宅,满五年,产权所属非共有,有
2477,彩虹城 低总价一居室 中间楼层,293万,54421元/平米,1室1厅,中楼层,共16层,东北,2005年建,彩虹城三区,丰台,赵公口,三至四环,53.84,平层,43.03,板塔结合,钢混结构,简装,两梯五户,集中供暖,有,2020/4/14,商品房,2017/3/20,普通住宅,满两年,产权所属非共有,有
2478,婚房 环保材料精装修 业主已委托钥匙 看房随时,493万,54194元/平米,2室1厅,中楼层,共32层,南,2011年建,京贸国际城西区,通州,武夷花园,五至六环,90.97,平层,69.69,板塔结合,钢混结构,精装,两梯四户,集中供暖,有,2020/4/14,商品房,2013/6/17,普通住宅,满五年,产权所属非共有,有
2479,三环边 南北一层两居室 明厨明卫格局 满五唯一*,285万,58800元/平米,2室1厅,底层,共6层,南北,1992年建,万柳园小区,丰台,玉泉营,二至三环,48.47,平层,暂无数据,板楼,混合结构,简装,一梯两户,集中供暖,无,2019/10/26,已购公房,2014/5/7,普通住宅,满五年,产权所属非共有,有
